#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
レザーＳアーム,0,1,4,1,4,99,22,100,-2,0,0,0,2,採取,3,運気,-1,高速収集,1,,,,,上質な毛皮,1,竜骨【大】,3,盾虫の堅殻,1,,
レザーＳガード,0,2,4,1,4,99,11,59,-1,1,1,1,3,採取,3,運気,-1,高速収集,1,,,,,上質な毛皮,1,竜骨【大】,3,盾虫の堅殻,1,,
チェーンＳアーム,0,1,4,1,4,99,23,101,2,2,-3,1,0,体力,3,調合成功率,1,腹減り,2,睡眠,-2,,,カブレライト鉱石,2,氷結晶,2,大地の結晶,2,,
チェーンＳガード,0,2,4,1,4,99,11,59,3,3,-2,2,1,体力,3,調合成功率,1,腹減り,2,睡眠,-2,,,カブレライト鉱石,2,氷結晶,2,大地の結晶,2,,
ハンターＳアーム,0,1,4,1,4,99,26,102,0,2,-4,0,0,千里眼,1,調合成功率,1,狩人,3,毒,-1,,,カブレライト鉱石,2,ジャギィの上鱗,2,大地の結晶,2,竜骨【大】,2
ハンターＳガード,0,2,4,1,4,99,13,59,1,3,-3,1,1,千里眼,1,調合成功率,1,狩人,3,毒,-1,,,カブレライト鉱石,2,ジャギィの上鱗,2,大地の結晶,2,竜骨【大】,2
ボーンＳアーム,0,1,4,0,4,99,27,103,2,0,-1,-3,0,KO,3,観察眼,4,笛,1,睡眠,-1,,,上質な鳥竜骨,2,竜骨【大】,1,とがった牙,5,,
ボーンＳガード,0,2,4,0,4,99,13,59,3,1,0,-2,1,KO,3,観察眼,4,笛,1,睡眠,-1,,,上質な鳥竜骨,2,竜骨【大】,1,とがった牙,5,,
アロイＳアーム,0,1,4,0,4,99,28,102,-1,2,-3,-2,0,防御,4,採取,-1,達人,2,風圧,1,,,カブレライト鉱石,3,レビテライト鉱石,2,マカライト鉱石,7,大地の結晶,7
アロイＳガード,0,2,4,0,4,99,14,59,0,3,-2,-1,1,装填速度,3,採取,-2,散弾強化,3,散弾追加,2,,,カブレライト鉱石,3,レビテライト鉱石,2,マカライト鉱石,7,大地の結晶,7
クンチュウＳアーム,0,1,4,2,4,99,31,103,3,3,3,3,3,防御,6,雷耐性,-2,,,,,,,盾虫の堅殻,5,盾虫の甲殻,4,モンスターの濃汁,2,ドスヘラクレス,1
クンチュウＳガード,0,2,4,2,4,99,15,60,4,4,4,4,4,防御,6,雷耐性,-2,,,,,,,盾虫の堅殻,5,盾虫の甲殻,4,モンスターの濃汁,2,ドスヘラクレス,1
リノプロＳアーム,0,1,4,1,4,99,31,103,2,-1,-1,-1,1,砲術,3,KO,2,気絶,-1,耐泥耐雪,3,,,草食竜の堅殻,3,竜骨【中】,4,氷結晶,3,,
リノプロＳガード,0,2,4,2,4,99,15,60,3,0,0,0,2,砲術,2,KO,2,気絶,-1,耐泥耐雪,1,,,草食竜の堅殻,3,竜骨【中】,4,氷結晶,3,,
ブナハＳグローブ,0,1,4,0,4,99,33,102,-5,-1,2,-1,3,攻撃,-2,特殊攻撃,2,納刀,3,麻痺,1,,,飛甲虫の堅殻,2,飛甲虫の羽,4,上質な腹袋,2,モンスターの体液,3
ブナハＳカフス,0,2,4,0,4,99,16,60,-4,0,3,0,4,攻撃,-2,特殊攻撃,2,納刀,3,麻痺,1,,,飛甲虫の堅殻,2,飛甲虫の羽,4,上質な腹袋,2,モンスターの体液,3
ジャギィＳアーム,0,1,4,1,4,99,36,103,-4,0,0,0,2,攻撃,2,研ぎ師,3,効果持続,-2,気絶,1,,,狗竜の尖爪,4,王者のエリマキ,1,鳥竜玉,1,ドラグライト鉱石,2
ジャギィＳガード,0,2,4,1,4,99,18,61,-3,1,1,1,3,装填速度,2,攻撃,2,効果持続,-2,気絶,1,,,狗竜の尖爪,4,王者のエリマキ,1,鳥竜玉,1,ドラグライト鉱石,2
ゲネポスＳアーム,0,1,4,1,4,99,36,103,1,1,-3,-5,3,特殊攻撃,4,回復速度,-2,麻痺,1,,,,,ゲネポスの上鱗,3,ゲネポスの上皮,4,鳥竜玉,1,カブレライト鉱石,2
ゲネポスＳガード,0,2,4,1,4,99,18,61,2,2,-2,-4,4,特殊攻撃,4,回復速度,-2,麻痺,1,,,,,ゲネポスの上鱗,3,ゲネポスの上皮,4,鳥竜玉,1,カブレライト鉱石,2
ランゴアーム,0,1,4,0,4,99,36,103,-5,-5,2,-4,2,特殊攻撃,2,対防御DOWN,2,毒,-2,麻痺,2,,,ランゴスタの薄羽,1,とがった爪,4,モンスターの濃汁,2,,
ランゴガード,0,2,4,0,4,99,18,61,-4,-4,3,-3,3,特殊攻撃,2,対防御DOWN,2,毒,-2,麻痺,2,,,ランゴスタの薄羽,1,とがった爪,4,モンスターの濃汁,2,,
ペッコアーム,0,1,4,1,4,99,36,103,2,-1,0,-3,0,広域,3,笛,1,,,,,,,徹甲虫の薄羽,3,極彩色の羽根,1,上質な毛皮,1,,
ペッコガード,0,2,4,1,4,99,18,61,3,0,1,-2,1,広域,4,笛,1,,,,,,,徹甲虫の薄羽,3,極彩色の羽根,1,上質な毛皮,1,,
コンガＳアーム,0,1,4,1,4,99,38,103,-4,1,1,-1,3,細菌学,2,特殊攻撃,3,食いしん坊,1,腹減り,-2,,,桃毛獣の剛毛,2,とがった爪,4,コンガの剛毛,4,ドスヘラクレス,2
コンガＳガード,0,2,4,1,4,99,19,61,-3,2,2,0,4,細菌学,2,特殊攻撃,3,食いしん坊,1,腹減り,-2,,,桃毛獣の剛毛,2,とがった爪,4,コンガの剛毛,4,ドスヘラクレス,2
コンガＵアーム,0,1,5,1,4,99,40,103,1,0,0,-4,3,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,2,緑毛獣の尖爪,3,コンガの剛毛,4,とがった爪,4
コンガＵガード,0,2,5,1,4,99,20,61,2,1,1,-3,4,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,2,緑毛獣の尖爪,3,コンガの剛毛,4,とがった爪,4
ランポスＳアーム,0,1,4,2,4,99,38,103,0,0,0,-5,3,攻撃,4,千里眼,2,麻痺,-1,気絶,1,,,ランポスの尖爪,4,鳴き袋,4,鳥竜玉,1,天空の結晶,2
ランポスＳガード,0,2,4,2,4,99,19,61,1,1,1,-4,4,攻撃,3,千里眼,2,麻痺,-1,気絶,1,,,ランポスの尖爪,4,鳴き袋,4,鳥竜玉,1,天空の結晶,2
ガレオスアーム,0,1,4,1,4,99,40,103,-3,2,-4,2,0,防御,3,耐暑,1,腹減り,3,気絶,-1,,,砂竜の上鱗,3,砂竜の上ヒレ,1,マカライト鉱石,8,レビテライト鉱石,2
ガレオスガード,0,2,4,1,4,99,20,61,-2,3,-3,3,1,防御,3,耐暑,1,腹減り,3,気絶,-1,,,砂竜の上鱗,3,砂竜の上ヒレ,1,マカライト鉱石,8,レビテライト鉱石,2
ザザミアーム,0,1,4,2,4,99,40,103,-3,3,-4,0,1,防御,1,ガード性能,1,雷耐性,-2,,,,,盾蟹の堅殻,2,盾蟹の尖爪,2,カブレライト鉱石,2,とがった爪,4
ザザミガード,0,2,4,2,4,99,20,61,-2,4,-3,1,2,防御,1,ガード性能,1,雷耐性,-2,,,,,盾蟹の堅殻,2,盾蟹の尖爪,2,カブレライト鉱石,2,とがった爪,4
ガブラスーツＳグラブ,0,1,4,2,5,99,40,103,2,-3,3,2,-4,属性解放,2,属性耐性,-1,減気攻撃,1,,,,,翼蛇竜の上皮,1,縞模様の皮,4,火竜の翼爪,5,ガマのコイン,1
ガブラスーツＳハンド,0,2,4,2,5,99,20,61,3,-2,4,3,-3,属性解放,2,属性耐性,-1,減気攻撃,1,,,,,翼蛇竜の上皮,1,縞模様の皮,4,火竜の翼爪,5,ガマのコイン,1
イーオスーツグラブ,0,1,5,2,5,99,41,102,2,1,1,1,1,運気,2,毒,3,気絶,-2,,,,,イーオスの上皮,4,イーオスの上鱗,4,イーオスの毒牙,8,猛毒袋,3
イーオスーツハンド,0,2,5,2,5,99,21,62,3,2,2,2,2,採取,-2,運気,4,火耐性,2,,,,,イーオスの上皮,4,イーオスの上鱗,4,イーオスの毒牙,8,猛毒袋,3
ケチャＳアーム,0,1,4,1,4,99,43,104,-5,3,-3,0,3,運気,-3,水属性攻撃,3,体術,3,気まぐれ,1,,,奇猿狐の剛毛,3,奇猿狐の鉤爪,1,奇猿狐の長骨,3,盾虫の堅殻,2
ケチャＳガード,0,2,4,1,4,99,21,62,-4,4,-2,1,4,運気,-3,水属性攻撃,3,体術,3,気まぐれ,1,,,奇猿狐の剛毛,3,奇猿狐の鉤爪,1,奇猿狐の長骨,3,盾虫の堅殻,2
クックＳアーム,0,1,4,2,4,99,43,104,3,0,-2,-4,2,攻撃,3,火耐性,1,水耐性,-3,肉食,2,,,怪鳥の上鱗,3,怪鳥の堅殻,2,怪鳥の翼膜,2,,
クックＳガード,0,2,4,2,4,99,21,62,4,1,-1,-3,3,攻撃,3,火耐性,1,水耐性,-3,肉食,2,,,怪鳥の上鱗,3,怪鳥の堅殻,2,怪鳥の翼膜,2,,
クックＵアーム,0,1,5,2,4,99,47,106,3,-4,-3,0,2,達人,3,聴覚保護,-1,スタミナ,2,,,,,青怪鳥の上鱗,3,青怪鳥の堅殻,2,強靭な鳥竜皮,2,堅牢な骨,3
クックＵガード,0,2,5,2,4,99,23,62,4,-3,-2,1,3,達人,3,聴覚保護,-1,スタミナ,2,,,,,青怪鳥の上鱗,3,青怪鳥の堅殻,2,強靭な鳥竜皮,2,堅牢な骨,3
オウビートマーノ,1,1,5,2,5,99,43,104,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,電撃袋,1,麻痺袋,2
オウビートブラッソ,1,2,5,2,5,99,21,62,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,電撃袋,1,麻痺袋,2
パピメルマーノ,2,1,5,2,5,99,43,104,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,電撃袋,1,麻痺袋,2
パピメルブラッソ,2,2,5,2,5,99,21,62,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,電撃袋,1,麻痺袋,2
イーオスＳアーム,0,1,4,1,5,99,44,105,0,-4,-4,3,3,属性解放,1,特殊攻撃,4,毒,1,気絶,-2,,,イーオスの上鱗,3,イーオスの上皮,2,紅蓮石,1,ドスイーオスの皮,3
イーオスＳガード,0,2,4,1,5,99,22,62,1,-3,-3,4,4,属性解放,1,特殊攻撃,4,毒,1,気絶,-2,,,イーオスの上鱗,3,イーオスの上皮,2,紅蓮石,1,ドスイーオスの皮,3
ドーベルアーム,0,1,6,2,4,99,47,106,-2,0,0,0,3,龍属性攻撃,3,腹減り,-2,耐震,1,,,,,いにしえの龍骨,3,鬼蛙の巨大牙,3,鳥竜玉,2,竜骨【大】,5
ドーベルガード,0,2,6,2,4,99,24,62,-1,1,1,1,4,装填速度,1,龍属性攻撃,4,腹減り,-2,,,,,いにしえの龍骨,3,鬼蛙の巨大牙,3,鳥竜玉,2,竜骨【大】,5
ウルクＳアーム,0,1,4,1,5,99,45,106,-3,2,-1,2,2,回避距離,2,効果持続,4,耐暑,-2,耐寒,3,,,白兎獣の凍爪,2,白兎獣の毛,3,白兎獣の堅腹甲,3,マレコガネ,2
ウルクＳガード,0,2,4,1,5,99,22,62,-2,3,0,3,3,回避距離,2,効果持続,3,耐暑,-2,耐寒,3,,,白兎獣の凍爪,2,白兎獣の毛,3,白兎獣の堅腹甲,3,マレコガネ,2
ホークアーム,1,1,6,2,5,99,45,106,2,-1,1,0,2,狩人,3,指揮,2,腹減り,-3,,,,,旅団チケット,2,オオツノアゲハ,4,エビの小殻,5,天空の結晶,3
ホークガード,1,2,6,1,5,99,23,62,3,0,2,1,3,狩人,3,指揮,3,腹減り,-3,,,,,旅団チケット,2,オオツノアゲハ,4,エビの小殻,5,天空の結晶,3
エコールアーム,2,1,6,2,5,99,45,106,2,-1,1,0,2,狩人,3,指揮,2,腹減り,-3,,,,,旅団チケット,2,オオツノアゲハ,4,エビの小殻,5,天空の結晶,3
エコールガード,2,2,6,1,5,99,23,62,3,0,2,1,3,狩人,3,指揮,3,腹減り,-3,,,,,旅団チケット,2,オオツノアゲハ,4,エビの小殻,5,天空の結晶,3
ゲリョスＳアーム,0,1,5,2,4,99,47,106,-5,2,3,-2,0,達人,2,腹減り,-2,毒,2,,,,,ゴム質の上皮,4,モンスターの濃汁,2,大地の結晶,4,ゲネポスの上鱗,2
ゲリョスＳガード,0,2,5,2,4,99,23,62,-4,3,4,-1,1,達人,2,腹減り,-2,毒,2,,,,,ゴム質の上皮,4,モンスターの濃汁,2,大地の結晶,4,ゲネポスの上鱗,2
ゲリョスＵアーム,0,1,6,0,4,99,48,107,-5,2,3,-2,0,達人,-1,風圧,4,気絶,2,,,,,ゴム質の紫皮,3,毒怪鳥の紫翼,2,大地の結晶,4,ゲネポスの上鱗,2
ゲリョスＵガード,0,2,6,0,4,99,24,62,-4,3,4,-1,1,達人,-1,風圧,4,気絶,2,,,,,ゴム質の紫皮,3,毒怪鳥の紫翼,2,大地の結晶,4,ゲネポスの上鱗,2
ラングロアーム,0,1,4,1,5,99,47,106,1,-3,0,-1,1,細菌学,1,回避性能,2,耐寒,-2,耐震,2,,,赤甲獣の堅殻,2,魅惑色の柔皮,4,ドラグライト鉱石,5,,
ラングロガード,0,2,4,2,5,99,24,63,2,-2,1,0,2,細菌学,1,回避性能,2,耐寒,-2,耐震,1,,,赤甲獣の堅殻,2,魅惑色の柔皮,4,ドラグライト鉱石,5,,
カブラＳアーム,0,1,5,1,4,99,48,107,3,-5,-4,0,2,防御,4,採取,-2,体力,1,研ぎ師,2,,,鬼蛙の尖爪,2,鬼蛙の堅殻,4,鬼蛙の上鱗,2,ドスヘラクレス,5
カブラＳガード,0,2,5,1,4,99,24,62,4,-4,-3,1,3,装填速度,2,防御,4,採取,-2,体力,1,,,鬼蛙の尖爪,2,鬼蛙の堅殻,4,鬼蛙の上鱗,2,ドスヘラクレス,5
スキュラＳアーム,0,1,5,0,4,99,48,107,-3,3,-3,2,3,達人,3,観察眼,1,腹減り,-3,高速設置,4,毒,3,影蜘蛛の鋭爪,4,影蜘蛛の堅殻,2,堅牢な骨,1,盾虫の堅殻,3
スキュラＳガード,0,2,5,0,4,99,24,62,-2,4,-2,3,4,達人,3,観察眼,1,腹減り,-3,高速設置,4,毒,3,影蜘蛛の鋭爪,4,影蜘蛛の堅殻,2,堅牢な骨,1,盾虫の堅殻,3
フルフルＳアーム,0,1,5,1,5,99,50,107,-5,1,1,2,1,雷属性攻撃,3,広域,2,回復速度,2,気絶,-1,,,真珠色の柔皮,2,カブレライト鉱石,2,肉厚な上皮,5,上竜骨,2
フルフルＳガード,0,2,5,1,5,99,25,63,-4,2,2,3,2,雷属性攻撃,3,広域,2,回復速度,2,気絶,-1,,,真珠色の柔皮,2,カブレライト鉱石,2,肉厚な上皮,5,上竜骨,2
フルフルＵアーム,0,1,6,2,5,99,51,108,1,-5,1,2,1,回復量,1,広域,3,回復速度,-2,,,,,魅惑色の柔皮,3,アルビノの霜降り,1,ユニオン鉱石,4,生命の粉塵,3
フルフルＵガード,0,2,6,2,5,99,26,63,2,-4,2,3,2,回復量,1,広域,3,回復速度,-2,,,,,魅惑色の柔皮,3,アルビノの霜降り,1,ユニオン鉱石,4,生命の粉塵,3
レイアＳアーム,0,1,5,1,5,99,50,107,3,0,-2,0,-4,体力,3,火属性攻撃,4,回復量,1,回復速度,-1,,,雌火竜の堅殻,4,火竜の翼爪,3,雌火竜の棘,2,紅蓮石,3
レイアＳガード,0,2,5,1,5,99,25,63,4,1,-1,1,-3,体力,3,火属性攻撃,4,回復量,1,回復速度,-1,,,雌火竜の堅殻,4,火竜の翼爪,3,雌火竜の棘,2,紅蓮石,3
リオハートアーム,0,1,6,1,5,99,51,108,3,0,-2,0,-4,底力,1,火属性攻撃,5,風圧,2,気配,-1,,,桜火竜の堅殻,2,桜火竜の上鱗,4,尖竜骨,3,雌火竜の逆鱗,1
リオハートガード,0,2,6,1,5,99,26,63,4,1,-1,1,-3,底力,1,火属性攻撃,5,風圧,2,気配,-1,,,桜火竜の堅殻,2,桜火竜の上鱗,4,尖竜骨,3,雌火竜の逆鱗,1
ゴールドルナアーム,0,1,7,1,7,99,81,118,2,-4,-7,0,4,運気,4,重撃,4,雷耐性,-2,加護,2,,,金火竜の堅殻,5,火竜の翼爪,4,雌火竜の紅玉,1,獄炎石,4
ゴールドルナガード,0,2,7,1,7,99,41,67,3,-3,-6,1,5,運気,4,重撃,4,雷耐性,-2,加護,2,,,金火竜の堅殻,5,火竜の翼爪,4,雌火竜の紅玉,1,獄炎石,4
EXレイアアーム,0,1,7,1,8,99,50,107,3,0,-2,0,-4,頑強,1,匠,3,底力,3,回復量,2,気力回復,-2,希望の証,1,雌火竜の堅殻,5,火竜の翼爪,5,獄炎石,3
EXレイアガード,0,2,7,1,8,99,25,63,4,1,-1,1,-3,頑強,1,底力,3,装填数,3,回復量,2,気力回復,-2,希望の証,1,雌火竜の堅殻,5,火竜の翼爪,5,獄炎石,3
バサルＳアーム,0,1,5,2,5,99,50,107,-1,-2,1,1,-3,納刀,3,食事,3,腹減り,-2,耐泥耐雪,1,,,岩竜の堅殻,3,ドラグライト鉱石,5,猛毒袋,3,ユニオン鉱石,6
バサルＳガード,0,2,5,2,5,99,25,63,0,-1,2,2,-2,納刀,3,食事,3,腹減り,-2,耐泥耐雪,1,,,岩竜の堅殻,3,ドラグライト鉱石,5,猛毒袋,3,ユニオン鉱石,6
バサルＵアーム,0,1,6,2,5,99,53,110,0,-2,0,-3,1,ガード性能,3,耐暑,3,毒,2,麻痺,-2,,,桃岩竜の堅殻,3,カブレライト鉱石,5,猛毒袋,3,桃岩竜の翼,2
バサルＵガード,0,2,6,2,5,99,27,63,1,-1,1,-2,2,通常弾強化,2,耐暑,3,毒,2,麻痺,-2,,,桃岩竜の堅殻,3,カブレライト鉱石,5,猛毒袋,3,桃岩竜の翼,2
アーティアＳアーム,0,1,5,2,5,99,51,108,0,-3,-3,2,3,属性解放,4,抜刀会心,2,ガード強化,3,,,,,太古の破片,6,フルクライト鉱石,2,さびた破片,2,天空の結晶,10
アーティアＳガード,0,2,5,2,5,99,26,63,1,-2,-2,3,4,反動,4,速射,3,痛撃,3,,,,,太古の破片,6,フルクライト鉱石,2,さびた破片,2,天空の結晶,10
ジンオウＳアーム,0,1,5,0,5,99,52,109,0,-2,3,-4,1,剣術,1,本気,5,斬れ味,3,雷属性攻撃,3,気配,-2,雷狼竜の尖爪,5,雷狼竜の高電殻,4,雷狼竜の帯電毛,3,徹甲虫の堅殻,6
ジンオウＳガード,0,2,5,0,5,99,26,63,1,-1,4,-3,2,装填速度,3,本気,4,装填数,2,雷属性攻撃,3,気配,-2,雷狼竜の尖爪,5,雷狼竜の高電殻,4,雷狼竜の帯電毛,3,徹甲虫の堅殻,6
ジンオウＵアーム,0,1,6,1,6,99,53,110,0,-4,-5,0,4,回避性能,1,溜め短縮,1,無傷,3,龍属性攻撃,2,回復量,-2,獄狼竜の尖爪,5,獄狼竜の龍殻,4,獄狼竜の龍毛,3,ノヴァクリスタル,2
ジンオウＵガード,0,2,6,1,6,99,27,63,1,-3,-4,1,5,回避性能,1,無傷,3,装填数,1,龍属性攻撃,2,回復量,-2,獄狼竜の尖爪,5,獄狼竜の龍殻,4,獄狼竜の龍毛,3,ノヴァクリスタル,2
ゴアＳアーム,0,1,6,0,5,99,52,109,-5,3,-3,2,-2,細菌学,4,匠,2,闘魂,4,火耐性,-4,,,黒蝕竜の鋭惨爪,5,黒蝕竜の上暗翼,2,黒蝕竜の堅殻,5,黒蝕竜の暗翼,2
ゴアＳガード,0,2,6,0,5,99,26,63,-4,4,-2,3,-1,細菌学,4,闘魂,3,装填数,2,火耐性,-5,,,黒蝕竜の鋭惨爪,5,黒蝕竜の上暗翼,2,黒蝕竜の堅殻,5,黒蝕竜の暗翼,2
ガブルアーム,0,1,5,1,5,99,52,109,-2,3,-4,0,1,達人,5,食事,2,回復速度,-2,,,,,灯魚竜の上皮,4,灯魚竜の上棘,1,化け鮫の鱗,3,竜骨【中】,5
ガブルガード,0,2,5,1,5,99,26,63,-1,4,-3,1,2,達人,5,食事,2,回復速度,-2,,,,,灯魚竜の上皮,4,灯魚竜の上棘,1,化け鮫の鱗,3,竜骨【中】,5
ギルドナイトグラブ,1,1,6,1,8,99,52,109,0,0,0,0,0,匠,2,剥ぎ取り,1,広域,5,気配,-3,,,希望の証,1,青怪鳥の上鱗,4,イカしたクチバシ,2,,
ギルドナイトカフス,1,2,6,1,8,99,26,63,1,1,1,1,1,剥ぎ取り,1,装填数,2,広域,5,気配,-3,,,希望の証,1,青怪鳥の上鱗,4,イカしたクチバシ,2,,
メイドグラブ,2,1,6,1,8,99,52,109,0,0,0,0,0,匠,2,剥ぎ取り,1,広域,5,気配,-3,,,希望の証,1,青怪鳥の上鱗,4,イカしたクチバシ,2,,
メイドカフス,2,2,6,1,8,99,26,63,1,1,1,1,1,剥ぎ取り,1,装填数,2,広域,5,気配,-3,,,希望の証,1,青怪鳥の上鱗,4,イカしたクチバシ,2,,
城塞遊撃隊【手甲】,0,1,6,0,6,99,53,110,0,0,0,0,0,匠,2,剥ぎ取り,4,根性,2,回復量,3,気配,-3,牙竜のコイン,2,狩猟王のコイン,3,凍結袋,4,,
城塞弓撃隊【手甲】,0,2,6,0,6,99,27,63,1,1,1,1,1,剥ぎ取り,4,根性,2,装填数,2,回復量,3,気配,-3,牙竜のコイン,2,狩猟王のコイン,3,凍結袋,4,,
セルタスＳアーム,0,1,5,2,5,99,53,110,-4,3,-1,-3,3,匠,2,砲術,2,斬れ味,1,気力回復,-3,,,重甲虫の堅殻,6,重甲虫の鋭爪,2,重甲虫の堅胸殻,5,モンスターの濃汁,6
セルタスＳガード,0,2,5,2,5,99,27,63,-3,4,0,-2,-4,装填速度,4,砲術,2,気力回復,-3,,,,,重甲虫の堅殻,6,重甲虫の鋭爪,2,重甲虫の堅胸殻,5,モンスターの濃汁,6
ザボアＳアーム,0,1,5,2,5,99,53,110,-4,3,-5,3,0,氷属性攻撃,3,食事,2,腹減り,-3,,,,,化け鮫の上皮,4,化け鮫の上鱗,2,化け鮫の鱗,3,鮫肌の鱗,2
ザボアＳガード,0,2,5,2,5,99,27,63,-3,4,-4,4,1,氷属性攻撃,3,食事,2,腹減り,-3,,,,,化け鮫の上皮,4,化け鮫の上鱗,2,化け鮫の鱗,3,鮫肌の鱗,2
ガララＳアーム,0,1,5,0,5,99,55,110,3,-3,0,-5,3,捕獲,3,聴覚保護,3,気まぐれ,-3,麻痺,3,,,絞蛇竜の堅殻,5,絞蛇竜の甲殻,6,絞蛇竜の骨髄,2,ゲネポスの上皮,3
ガララＳガード,0,2,5,0,5,99,28,64,4,-2,1,-4,4,捕獲,3,聴覚保護,2,気まぐれ,-3,麻痺,4,,,絞蛇竜の堅殻,5,絞蛇竜の甲殻,6,絞蛇竜の骨髄,2,ゲネポスの上皮,3
レックスＳアーム,0,1,5,2,5,99,55,110,2,-1,-4,0,-2,匠,2,攻撃,2,研ぎ師,-2,食いしん坊,2,,,轟竜の鋭牙,3,轟竜の上鱗,6,堅竜骨,2,狗竜の皮,5
レックスＳガード,0,2,5,2,5,99,28,64,3,0,-3,1,-1,反動,-2,攻撃,2,装填数,2,食いしん坊,2,,,轟竜の鋭牙,3,轟竜の上鱗,6,堅竜骨,2,狗竜の皮,5
レックスＵアーム,0,1,6,1,6,99,59,112,2,-4,-2,0,-1,聴覚保護,1,研ぎ師,-1,観察眼,2,食事,3,,,黒轟竜の鋭牙,3,黒轟竜の上鱗,5,堅竜骨,3,イーオスの上鱗,10
レックスＵガード,0,2,6,1,6,99,29,64,3,-3,-1,1,0,反動,-1,聴覚保護,1,観察眼,2,食事,3,,,黒轟竜の鋭牙,3,黒轟竜の上鱗,5,堅竜骨,3,イーオスの上鱗,10
エクスゼロアーム,0,1,7,1,8,99,81,118,3,-5,2,-3,1,攻撃,5,研ぎ師,-2,食事,4,,,,,大轟竜の鋭牙,3,大轟竜の上鱗,6,大轟竜の尻尾,2,鋼龍の宝玉,1
エクスゼロガード,0,2,7,1,8,99,41,67,4,-4,3,-2,2,反動,-2,攻撃,5,食事,4,,,,,大轟竜の鋭牙,3,大轟竜の上鱗,6,大轟竜の尻尾,2,鋼龍の宝玉,1
EXレックスアーム,0,1,7,2,8,99,82,119,3,-1,-5,0,-3,匠,2,聴覚保護,2,研ぎ師,-2,食いしん坊,2,,,探求者の証,2,轟竜の上鱗,6,覇竜の堅殻,6,獄炎石,3
EXレックスガード,0,2,7,2,8,99,41,67,4,0,-4,1,-2,反動,-2,聴覚保護,2,装填数,2,食いしん坊,2,,,探求者の証,2,轟竜の上鱗,6,覇竜の堅殻,6,獄炎石,3
ブランゴアーム,0,1,5,0,5,99,55,110,-4,2,0,2,1,攻撃,2,耐暑,-2,耐寒,3,耐泥耐雪,2,,,雪獅子の剛毛,2,白兎獣の凍爪,2,白兎獣の堅腹甲,2,堅牢な骨,2
ブランゴガード,0,2,5,0,5,99,28,64,-3,3,1,3,2,攻撃,2,耐暑,-2,耐寒,3,耐泥耐雪,2,,,雪獅子の剛毛,2,白兎獣の凍爪,2,白兎獣の堅腹甲,2,堅牢な骨,2
クロオビアーム,0,1,6,0,8,99,55,110,2,2,2,2,2,胴系統倍化,1,,,,,,,,,金獅子の黒毛,2,撃龍王のコイン,3,飛竜のコイン,3,獣竜のコイン,3
クロオビガード,0,2,6,0,8,99,28,64,3,3,3,3,3,胴系統倍化,1,,,,,,,,,金獅子の黒毛,2,撃龍王のコイン,3,飛竜のコイン,3,獣竜のコイン,3
レウスＳアーム,0,1,5,1,5,99,57,112,3,0,-2,0,-4,攻撃,5,火属性攻撃,2,回復量,-2,,,,,火竜の上鱗,4,火竜の翼爪,2,火竜の尻尾,1,獄炎石,2
レウスＳガード,0,2,5,1,5,99,28,64,4,1,-1,1,-3,攻撃,4,火属性攻撃,3,回復量,-2,,,,,火竜の上鱗,4,火竜の翼爪,2,火竜の尻尾,1,獄炎石,2
リオソウルアーム,0,1,6,1,6,99,58,111,3,0,0,-2,-4,達人,5,体力,-2,聴覚保護,1,斬れ味,2,,,蒼火竜の堅殻,2,蒼火竜の尻尾,3,堅竜骨,3,カブレライト鉱石,3
リオソウルガード,0,2,6,1,6,99,29,64,4,1,1,-1,-3,達人,5,体力,-2,聴覚保護,1,通常弾強化,1,,,蒼火竜の堅殻,2,蒼火竜の尻尾,3,堅竜骨,3,カブレライト鉱石,3
シルバーソルアーム,0,1,7,2,7,99,81,118,2,-7,-4,0,4,痛撃,2,斬れ味,1,火属性攻撃,4,回復量,-3,,,銀火竜の尻尾,1,火竜の延髄,2,火竜の翼爪,4,獄炎石,3
シルバーソルガード,0,2,7,2,7,99,41,67,3,-6,-3,1,5,痛撃,2,貫通弾強化,1,火属性攻撃,4,回復量,-3,,,銀火竜の尻尾,1,火竜の延髄,2,火竜の翼爪,4,獄炎石,3
