#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ブルースターロポス,0,0,7,1,1,99,26,110,1,1,1,1,1,闘魂,2,水属性攻撃,3,采配,2,,,,,スタジオパス,1,火竜の鱗,3,火竜の甲殻,3,火竜の逆鱗,1
ブルースターハット,0,0,7,1,1,99,13,64,2,2,2,2,2,闘魂,3,水属性攻撃,3,采配,3,,,,,スタジオパス,1,火竜の鱗,3,火竜の甲殻,3,火竜の逆鱗,1
シャドウアイ,0,0,7,3,4,99,13,64,2,2,2,2,2,気絶,7,,,,,,,,,モンハン部認定証,3,ノヴァクリスタル,2,,,,
ブレイブＳヘルム,0,0,4,2,4,99,18,100,3,0,0,0,2,体力,-2,回復速度,3,乗り,2,,,,,天空の結晶,3,上質な毛皮,1,ランポスの上鱗,2,カブレライト鉱石,2
ブレイブＳキャップ,0,0,4,2,4,99,9,59,4,1,1,1,3,体力,-2,回復速度,3,乗り,3,,,,,天空の結晶,3,上質な毛皮,1,ランポスの上鱗,2,カブレライト鉱石,2
レザーＳヘルム,0,0,4,0,4,99,22,100,-2,0,0,0,2,採取,3,運気,-2,体力,2,高速収集,3,,,上質な毛皮,1,暖かい毛皮,3,カブレライト鉱石,1,,
レザーＳキャップ,0,0,4,0,4,99,11,59,-1,1,1,1,3,採取,2,運気,-2,体力,3,高速収集,3,,,上質な毛皮,1,暖かい毛皮,3,カブレライト鉱石,1,,
チェーンＳヘルム,0,0,4,1,4,99,23,101,2,2,-3,1,0,体力,1,調合成功率,4,腹減り,1,睡眠,-2,,,カブレライト鉱石,1,マカライト鉱石,2,鉄鉱石,5,,
チェーンＳキャップ,0,0,4,1,4,99,11,59,3,3,-2,2,1,体力,1,調合成功率,4,腹減り,1,睡眠,-2,,,カブレライト鉱石,1,マカライト鉱石,2,鉄鉱石,5,,
ハンターＳヘルム,0,0,4,1,4,99,26,102,0,2,-4,0,0,千里眼,2,調合成功率,4,狩人,2,毒,-2,,,カブレライト鉱石,2,ドスヘラクレス,2,マカライト鉱石,5,鉄鉱石,5
ハンターＳキャップ,0,0,4,2,4,99,13,59,1,3,-3,1,1,千里眼,2,調合成功率,2,狩人,2,毒,-2,,,カブレライト鉱石,2,ドスヘラクレス,2,マカライト鉱石,5,鉄鉱石,5
ボーンＳヘルム,0,0,4,0,4,99,27,103,2,0,-1,-3,0,KO,1,観察眼,2,笛,1,睡眠,-2,,,上質な鳥竜骨,2,竜骨【小】,3,なぞの頭骨,3,,
ボーンＳキャップ,0,0,4,0,4,99,13,59,3,1,0,-2,1,KO,1,観察眼,2,笛,1,睡眠,-2,,,上質な鳥竜骨,2,竜骨【小】,3,なぞの頭骨,3,,
アロイＳヘルム,0,0,4,0,4,99,28,102,-1,2,-3,-2,0,防御,2,採取,-2,達人,3,風圧,2,,,カブレライト鉱石,1,レビテライト鉱石,1,ドラグライト鉱石,5,氷結晶,3
アロイＳキャップ,0,0,4,0,4,99,14,59,0,3,-2,-1,1,装填速度,2,採取,-1,散弾強化,2,散弾追加,2,,,カブレライト鉱石,1,レビテライト鉱石,1,ドラグライト鉱石,5,氷結晶,3
リノプロＳヘルム,0,0,4,1,4,99,31,103,2,-1,-1,-1,1,砲術,2,KO,2,気絶,-3,耐泥耐雪,1,,,草食竜の堅殻,3,草食竜の頭殻,1,氷結晶,3,,
リノプロＳキャップ,0,0,4,1,4,99,15,60,3,0,0,0,2,砲術,2,KO,2,気絶,-3,耐泥耐雪,2,,,草食竜の堅殻,3,草食竜の頭殻,1,氷結晶,3,,
ブナハＳハット,0,0,4,1,4,99,33,102,-5,-1,2,-1,3,攻撃,-2,特殊攻撃,2,納刀,1,麻痺,2,,,飛甲虫の堅殻,2,飛甲虫の甲殻,3,甲虫の腹袋,2,ドスヘラクレス,2
ブナハＳキャップ,0,0,4,1,4,99,16,60,-4,0,3,0,4,攻撃,-2,特殊攻撃,3,納刀,2,麻痺,2,,,飛甲虫の堅殻,2,飛甲虫の甲殻,3,甲虫の腹袋,2,ドスヘラクレス,2
ズワロＳフード,0,0,4,2,4,99,36,103,-4,3,0,-2,2,防御,-1,体力,2,回復速度,7,,,,,垂皮竜の上皮,4,垂皮竜の皮,3,上質な毛皮,2,,
ズワロＳフッド,0,0,4,2,4,99,18,61,-3,4,1,-1,3,防御,-1,体力,2,回復速度,7,,,,,垂皮竜の上皮,4,垂皮竜の皮,3,上質な毛皮,2,,
ジャギィＳヘルム,0,0,4,2,4,99,36,103,-4,0,0,0,2,攻撃,3,研ぎ師,1,効果持続,-2,気絶,1,,,狗竜の上皮,4,狗竜の爪,2,狗竜の皮,2,ドラグライト鉱石,2
ジャギィＳキャップ,0,0,4,1,4,99,18,61,-3,1,1,1,3,装填速度,2,攻撃,3,効果持続,-2,気絶,2,,,狗竜の上皮,4,狗竜の爪,2,狗竜の皮,2,ドラグライト鉱石,2
ゲネポスＳヘルム,0,0,4,1,4,99,36,103,1,1,-3,-5,3,特殊攻撃,2,麻痺,1,,,,,,,ゲネポスの上鱗,3,ゲネポスの上皮,4,カブレライト鉱石,2,ドスゲネポスの頭,1
ゲネポスＳキャップ,0,0,4,2,4,99,18,61,2,2,-2,-4,4,特殊攻撃,1,麻痺,1,,,,,,,ゲネポスの上鱗,3,ゲネポスの上皮,4,カブレライト鉱石,2,ドスゲネポスの頭,1
ランゴヘルム,0,0,4,1,4,99,36,103,-5,-5,2,-4,2,特殊攻撃,2,毒,-2,麻痺,2,,,,,ランゴスタの薄羽,3,のりこねバッタ,10,甲虫の大顎,2,,
ランゴキャップ,0,0,4,1,4,99,18,61,-4,-4,3,-3,3,特殊攻撃,2,毒,-2,麻痺,2,,,,,ランゴスタの薄羽,3,のりこねバッタ,10,甲虫の大顎,2,,
ペッコヘルム,0,0,4,1,4,99,36,103,2,-1,0,-3,0,氷耐性,-3,広域,3,笛,2,,,,,徹甲虫の尖角,2,へんなクチバシ,2,大きな骨,2,,
ペッコキャップ,0,0,4,2,4,99,18,61,3,0,1,-2,1,氷耐性,-3,広域,2,笛,2,,,,,徹甲虫の尖角,2,へんなクチバシ,2,大きな骨,2,,
コンガＳヘルム,0,0,4,2,4,99,38,103,-4,1,1,-1,3,細菌学,2,食いしん坊,4,腹減り,-1,,,,,桃毛獣の剛毛,2,極彩色の毛,1,桃毛獣の尖爪,2,ドスヘラクレス,2
コンガＳキャップ,0,0,4,2,4,99,19,61,-3,2,2,0,4,細菌学,2,食いしん坊,4,腹減り,-1,,,,,桃毛獣の剛毛,2,極彩色の毛,1,桃毛獣の尖爪,2,ドスヘラクレス,2
コンガＵヘルム,0,0,5,1,4,99,40,103,1,0,0,-4,3,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,2,極彩色の毛,1,緑毛獣の尖爪,2,キラビートル,2
コンガＵキャップ,0,0,5,1,4,99,20,61,2,1,1,-3,4,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,2,極彩色の毛,1,緑毛獣の尖爪,2,キラビートル,2
ランポスＳヘルム,0,0,4,1,4,99,38,103,0,0,0,-5,3,攻撃,2,千里眼,4,麻痺,-2,気絶,2,,,ランポスの上皮,3,ランポスの尖爪,2,ドスランポスの頭,1,ドラグライト鉱石,2
ランポスＳキャップ,0,0,4,1,4,99,19,61,1,1,1,-4,4,攻撃,1,千里眼,4,麻痺,-2,気絶,2,,,ランポスの上皮,3,ランポスの尖爪,2,ドスランポスの頭,1,ドラグライト鉱石,2
ガレオスヘルム,0,0,4,1,4,99,40,103,-3,2,-4,2,0,千里眼,5,耐暑,3,腹減り,1,気絶,-1,,,砂竜の上鱗,3,砂竜の上ヒレ,1,マカライト鉱石,5,鉄鉱石,10
ガレオスキャップ,0,0,4,2,4,99,20,61,-2,3,-3,3,1,千里眼,4,耐暑,3,腹減り,1,気絶,-1,,,砂竜の上鱗,3,砂竜の上ヒレ,1,マカライト鉱石,5,鉄鉱石,10
ザザミヘルム,0,0,4,1,4,99,40,103,-3,3,-4,0,1,防御,3,ガード性能,3,雷耐性,-2,,,,,盾蟹の堅殻,2,盾蟹の尖爪,2,カブレライト鉱石,3,大水袋,1
ザザミキャップ,0,0,4,1,4,99,20,61,-2,4,-3,1,2,防御,3,精密射撃,3,雷耐性,-2,,,,,盾蟹の堅殻,2,盾蟹の尖爪,2,カブレライト鉱石,3,大水袋,1
ガブラスＳヘッド,0,0,4,2,5,99,40,103,2,-3,3,2,-4,属性解放,1,属性耐性,-2,減気攻撃,4,,,,,翼蛇竜の上皮,1,翼蛇竜の頭,3,火竜の翼,1,ガマのコイン,1
ガブラスＳフェイス,0,0,4,2,5,99,20,61,3,-2,4,3,-3,属性解放,1,属性耐性,-2,減気攻撃,4,,,,,翼蛇竜の上皮,1,翼蛇竜の頭,3,火竜の翼,1,ガマのコイン,1
イーオスヘッド,0,0,5,2,5,99,41,102,2,1,1,1,1,運気,3,毒,3,気絶,-2,,,,,イーオスの上鱗,1,ドスイーオスの頭,1,強靭な鳥竜皮,2,鳥竜玉,1
イーオスフェイス,0,0,5,2,5,99,21,62,3,2,2,2,2,採取,-3,運気,3,火耐性,2,,,,,イーオスの上鱗,1,ドスイーオスの頭,1,強靭な鳥竜皮,2,鳥竜玉,1
ケチャＳヘルム,0,0,4,0,4,99,43,104,-5,3,-3,0,3,運気,-2,水属性攻撃,3,体術,2,気まぐれ,2,,,奇猿狐の剛毛,3,奇猿狐の堅長骨,3,堅牢な骨,1,上質な毛皮,2
ケチャＳキャップ,0,0,4,0,4,99,21,62,-4,4,-2,1,4,運気,-1,水属性攻撃,3,体術,2,気まぐれ,2,,,奇猿狐の剛毛,3,奇猿狐の堅長骨,3,堅牢な骨,1,上質な毛皮,2
クックＳヘルム,0,0,4,1,4,99,43,104,3,0,-2,-4,2,攻撃,2,火耐性,2,水耐性,-2,肉食,3,,,怪鳥の地獄耳,1,怪鳥の堅殻,2,怪鳥の翼膜,1,コンガの剛毛,4
クックＳキャップ,0,0,4,1,4,99,21,62,4,1,-1,-3,3,攻撃,2,火耐性,2,水耐性,-2,肉食,3,,,怪鳥の地獄耳,1,怪鳥の堅殻,2,怪鳥の翼膜,1,コンガの剛毛,4
クックＵヘルム,0,0,5,2,4,99,47,106,3,-4,-3,0,2,達人,2,火属性攻撃,3,水耐性,-2,,,,,青怪鳥の堅殻,2,怪鳥の地獄耳,1,怪鳥の翼膜,1,コンガの剛毛,4
クックＵキャップ,0,0,5,2,4,99,23,62,4,-3,-2,1,3,達人,3,火属性攻撃,4,水耐性,-2,,,,,青怪鳥の堅殻,2,怪鳥の地獄耳,1,怪鳥の翼膜,1,コンガの剛毛,4
オウビートテスタ,1,0,5,1,5,99,43,104,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,2,雷光虫,3,爆炎袋,2
オウビートカプト,1,0,5,1,5,99,21,62,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,2,雷光虫,3,爆炎袋,2
パピメルテスタ,2,0,5,1,5,99,43,104,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,2,雷光虫,3,爆炎袋,2
パピメルカプト,2,0,5,1,5,99,21,62,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,2,雷光虫,3,爆炎袋,2
イーオスＳヘルム,0,0,4,2,5,99,44,105,0,-4,-4,3,3,属性解放,1,特殊攻撃,2,毒,1,気絶,-2,,,イーオスの上鱗,3,イーオスの上皮,2,強靭な鳥竜皮,3,猛毒袋,3
イーオスＳキャップ,0,0,4,2,5,99,22,62,1,-3,-3,4,4,属性解放,1,特殊攻撃,2,毒,2,気絶,-2,,,イーオスの上鱗,3,イーオスの上皮,2,強靭な鳥竜皮,3,猛毒袋,3
ドーベルヘルム,0,0,6,0,4,99,47,106,-2,0,0,0,3,龍属性攻撃,3,気力回復,4,腹減り,-2,耐震,2,,,いにしえの龍骨,3,奇猿狐の大耳,2,上質な鳥竜骨,10,上竜骨,8
ドーベルキャップ,0,0,6,0,4,99,24,62,-1,1,1,1,4,装填速度,2,龍属性攻撃,2,気力回復,4,腹減り,-2,,,いにしえの龍骨,3,奇猿狐の大耳,2,上質な鳥竜骨,10,上竜骨,8
ウルクＳヘルム,0,0,4,2,5,99,45,106,-3,2,-1,2,2,回避距離,2,効果持続,1,耐暑,-2,耐寒,2,,,白兎獣の大耳,2,堅牢な骨,2,狗竜の皮,5,ユニオン鉱石,3
ウルクＳキャップ,0,0,4,2,5,99,22,62,-2,3,0,3,3,回避距離,3,効果持続,2,耐暑,-2,耐寒,2,,,白兎獣の大耳,2,堅牢な骨,2,狗竜の皮,5,ユニオン鉱石,3
ホークハット,1,0,6,2,5,99,45,106,2,-1,1,0,2,狩人,1,指揮,3,腹減り,-3,,,,,旅団チケット,2,天廻龍の逆鱗,1,太古の破片,2,天空の結晶,3
ホークキャップ,1,0,6,3,5,99,23,62,3,0,2,1,3,狩人,1,指揮,2,腹減り,-3,,,,,旅団チケット,2,天廻龍の逆鱗,1,太古の破片,2,天空の結晶,3
エコールフード,2,0,6,2,5,99,45,106,2,-1,1,0,2,狩人,1,指揮,3,腹減り,-3,,,,,旅団チケット,2,天廻龍の逆鱗,1,太古の破片,2,天空の結晶,3
エコールキャップ,2,0,6,3,5,99,23,62,3,0,2,1,3,狩人,1,指揮,2,腹減り,-3,,,,,旅団チケット,2,天廻龍の逆鱗,1,太古の破片,2,天空の結晶,3
ゲリョスＳヘルム,0,0,5,1,4,99,47,106,-5,2,3,-2,0,達人,3,スタミナ,2,腹減り,-2,毒,3,,,ゴム質の上皮,4,毒怪鳥の頭,1,大地の結晶,4,ドスゲネポスの尾,2
ゲリョスＳキャップ,0,0,5,2,4,99,23,62,-4,3,4,-1,1,達人,2,スタミナ,2,腹減り,-2,毒,2,,,ゴム質の上皮,4,毒怪鳥の頭,1,大地の結晶,4,ドスゲネポスの尾,2
ゲリョスＵヘルム,0,0,6,2,4,99,48,107,-5,2,3,-2,0,達人,-1,風圧,2,気絶,3,,,,,ゴム質の紫皮,2,毒怪鳥の紫翼,2,大地の結晶,4,毒怪鳥の頭,1
ゲリョスＵキャップ,0,0,6,2,4,99,24,62,-4,3,4,-1,1,達人,-1,風圧,3,気絶,3,,,,,ゴム質の紫皮,2,毒怪鳥の紫翼,2,大地の結晶,4,毒怪鳥の頭,1
ラングロヘルム,0,0,4,1,5,99,47,106,1,-3,0,-1,1,細菌学,1,回避性能,2,耐寒,-2,耐震,2,,,赤甲獣の堅殻,2,爆炎袋,3,モンスターの濃汁,3,,
ラングロキャップ,0,0,4,1,5,99,24,63,2,-2,1,0,2,細菌学,1,回避性能,2,耐寒,-2,耐震,3,,,赤甲獣の堅殻,2,爆炎袋,3,モンスターの濃汁,3,,
カブラＳヘルム,0,0,5,1,4,99,48,107,3,-5,-4,0,2,防御,2,採取,-2,体力,2,研ぎ師,4,,,鬼蛙の巨大牙,2,鬼蛙の堅殻,3,厳めしい頭骨,2,ドスヘラクレス,5
カブラＳキャップ,0,0,5,2,4,99,24,62,4,-4,-3,1,3,装填速度,3,防御,2,採取,-2,体力,2,,,鬼蛙の巨大牙,2,鬼蛙の堅殻,3,厳めしい頭骨,2,ドスヘラクレス,5
スキュラＳヘルム,0,0,5,1,4,99,48,107,-3,3,-3,2,3,達人,2,観察眼,3,腹減り,-3,高速設置,2,毒,2,影蜘蛛の堅鋏角,4,影蜘蛛の堅殻,2,影蜘蛛の上棘,2,飛甲虫の堅殻,4
スキュラＳキャップ,0,0,5,1,4,99,24,62,-2,4,-2,3,4,達人,2,観察眼,4,腹減り,-3,高速設置,1,毒,2,影蜘蛛の堅鋏角,4,影蜘蛛の堅殻,2,影蜘蛛の上棘,2,飛甲虫の堅殻,4
フルフルＳヘルム,0,0,5,1,5,99,50,107,-5,1,1,2,1,雷属性攻撃,2,広域,2,回復速度,2,気絶,-1,,,真珠色の柔皮,2,堅竜骨,1,ドラグライト鉱石,8,モンスターの濃汁,3
フルフルＳキャップ,0,0,5,2,5,99,25,63,-4,2,2,3,2,雷属性攻撃,2,広域,2,回復速度,2,気絶,-1,,,真珠色の柔皮,2,堅竜骨,1,ドラグライト鉱石,8,モンスターの濃汁,3
フルフルＵヘルム,0,0,6,1,5,99,51,108,1,-5,1,2,1,回復量,3,広域,2,回復速度,-2,,,,,魅惑色の柔皮,2,魅惑色の翼膜,2,モンスターの濃汁,5,カブレライト鉱石,4
フルフルＵキャップ,0,0,6,2,5,99,26,63,2,-4,2,3,2,回復量,3,広域,2,回復速度,-2,,,,,魅惑色の柔皮,2,魅惑色の翼膜,2,モンスターの濃汁,5,カブレライト鉱石,4
レイアＳヘルム,0,0,5,3,5,99,50,107,3,0,-2,0,-4,体力,1,火属性攻撃,1,回復量,2,回復速度,-1,,,雌火竜の上棘,2,雌火竜の堅殻,4,火竜の骨髄,2,爆炎袋,3
レイアＳキャップ,0,0,5,3,5,99,25,63,4,1,-1,1,-3,体力,1,火属性攻撃,1,回復量,2,回復速度,-1,,,雌火竜の上棘,2,雌火竜の堅殻,4,火竜の骨髄,2,爆炎袋,3
リオハートヘルム,0,0,6,1,5,99,51,108,3,0,-2,0,-4,底力,3,火属性攻撃,2,風圧,2,気配,-1,,,桜火竜の堅殻,2,桜火竜の上鱗,3,尖竜骨,2,雌火竜の上棘,2
リオハートキャップ,0,0,6,1,5,99,26,63,4,1,-1,1,-3,底力,2,火属性攻撃,3,風圧,2,気配,-1,,,桜火竜の堅殻,2,桜火竜の上鱗,3,尖竜骨,2,雌火竜の上棘,2
ゴールドルナヘルム,0,0,7,3,7,99,81,118,2,-4,-7,0,4,運気,2,重撃,1,雷耐性,-2,加護,1,,,金火竜の上棘,3,金火竜の堅殻,5,火竜の煌液,3,爆炎袋,3
ゴールドルナキャップ,0,0,7,3,7,99,41,67,3,-3,-6,1,5,運気,2,重撃,2,雷耐性,-2,加護,2,,,金火竜の上棘,3,金火竜の堅殻,5,火竜の煌液,3,爆炎袋,3
EXレイアヘルム,0,0,7,2,8,99,50,107,3,0,-2,0,-4,頑強,1,匠,2,底力,2,回復量,2,気力回復,-1,希望の証,1,雌火竜の上棘,5,火竜の延髄,1,爆炎袋,2
EXレイアキャップ,0,0,7,2,8,99,25,63,4,1,-1,1,-3,頑強,1,底力,2,装填数,2,回復量,2,気力回復,-1,希望の証,1,雌火竜の上棘,5,火竜の延髄,1,爆炎袋,2
バサルＳヘルム,0,0,5,1,5,99,50,107,-1,-2,1,1,-3,納刀,2,食事,3,腹減り,-2,耐泥耐雪,2,,,岩竜の涙,1,岩竜の堅殻,3,怪鳥の上鱗,2,岩竜の翼,3
バサルＳキャップ,0,0,5,1,5,99,25,63,0,-1,2,2,-2,納刀,3,食事,4,腹減り,-2,耐泥耐雪,3,,,岩竜の涙,1,岩竜の堅殻,3,怪鳥の上鱗,2,岩竜の翼,3
バサルＵヘルム,0,0,6,1,5,99,53,110,0,-2,0,-3,1,ガード性能,3,耐暑,2,毒,2,麻痺,-2,,,桃岩竜の堅殻,3,岩竜の涙,1,小金魚,5,ユニオン鉱石,3
バサルＵキャップ,0,0,6,1,5,99,27,63,1,-1,1,-2,2,通常弾強化,2,耐暑,2,毒,2,麻痺,-2,,,桃岩竜の堅殻,3,岩竜の涙,1,小金魚,5,ユニオン鉱石,3
アーティアＳヘルム,0,0,5,1,5,99,51,108,0,-3,-3,2,3,匠,2,研ぎ師,-3,気力回復,3,,,,,太古の破片,6,フルクライト鉱石,2,さびた破片,4,ノヴァクリスタル,3
アーティアＳキャップ,0,0,5,1,5,99,26,63,1,-2,-2,3,4,装填速度,-3,装填数,2,精密射撃,3,,,,,太古の破片,6,フルクライト鉱石,2,さびた破片,4,ノヴァクリスタル,3
ジンオウＳヘルム,0,0,5,2,5,99,52,109,0,-2,3,-4,1,本気,2,斬れ味,3,根性,1,雷属性攻撃,2,気配,-2,雷狼竜の尖角,2,雷狼竜の高電毛,4,雷狼竜の甲殻,3,竜玉,1
ジンオウＳキャップ,0,0,5,2,5,99,26,63,1,-1,4,-3,2,装填速度,2,本気,3,根性,1,雷属性攻撃,2,気配,-2,雷狼竜の尖角,2,雷狼竜の高電毛,4,雷狼竜の甲殻,3,竜玉,1
ジンオウＵヘルム,0,0,6,2,6,99,53,110,0,-4,-5,0,4,回避性能,2,溜め短縮,2,無傷,1,龍属性攻撃,1,回復量,-2,獄狼竜の尖角,3,獄狼竜の龍毛,4,獄狼竜の堅殻,3,フルクライト鉱石,3
ジンオウＵキャップ,0,0,6,2,6,99,27,63,1,-3,-4,1,5,回避性能,2,無傷,1,装填数,2,龍属性攻撃,1,回復量,-2,獄狼竜の尖角,3,獄狼竜の龍毛,4,獄狼竜の堅殻,3,フルクライト鉱石,3
ゴアＳヘルム,0,0,6,0,5,99,52,109,-5,3,-3,2,-2,細菌学,3,匠,3,闘魂,4,火耐性,-4,,,黒蝕竜の尖触角,2,黒蝕竜の上鱗,4,黒蝕竜の堅殻,2,マレコガネ,3
ゴアＳキャップ,0,0,6,0,5,99,26,63,-4,4,-2,3,-1,細菌学,3,闘魂,5,装填数,3,火耐性,-3,,,黒蝕竜の尖触角,2,黒蝕竜の上鱗,4,黒蝕竜の堅殻,2,マレコガネ,3
ガブルヘルム,0,0,5,2,5,99,52,109,-2,3,-4,0,1,達人,3,食事,3,回復速度,-2,,,,,灯魚竜の上棘,2,灯魚竜の上皮,4,化け鮫の鋸歯,2,上竜骨,3
ガブルキャップ,0,0,5,2,5,99,26,63,-1,4,-3,1,2,達人,3,食事,4,回復速度,-2,,,,,灯魚竜の上棘,2,灯魚竜の上皮,4,化け鮫の鋸歯,2,上竜骨,3
ギルドナイトフェザー,1,0,6,1,8,99,52,109,0,0,0,0,0,剥ぎ取り,4,広域,3,気配,-3,,,,,希望の証,1,怪鳥の上鱗,4,黒狼鳥の地獄耳,2,,
ギルドナイトマスク,1,0,6,1,8,99,26,63,1,1,1,1,1,剥ぎ取り,5,広域,3,気配,-3,,,,,希望の証,1,怪鳥の上鱗,4,黒狼鳥の地獄耳,2,,
メイドカチューシャ,2,0,6,1,8,99,52,109,0,0,0,0,0,剥ぎ取り,4,広域,3,気配,-3,,,,,希望の証,1,怪鳥の上鱗,4,黒狼鳥の地獄耳,2,,
メイドキャップ,2,0,6,1,8,99,26,63,1,1,1,1,1,剥ぎ取り,5,広域,3,気配,-3,,,,,希望の証,1,怪鳥の上鱗,4,黒狼鳥の地獄耳,2,,
城塞遊撃隊【刃笠】,0,0,6,2,6,99,53,110,0,0,0,0,0,剣術,1,剥ぎ取り,2,根性,4,回復量,1,気配,-2,牙竜のコイン,3,狩猟王のコイン,3,爆炎袋,4,,
城塞弓撃隊【面隠】,0,0,6,2,6,99,27,63,1,1,1,1,1,痛撃,1,剥ぎ取り,3,根性,3,回復量,1,気配,-2,牙竜のコイン,3,狩猟王のコイン,3,爆炎袋,4,,
セルタスＳヘルム,0,0,5,2,5,99,53,110,-4,3,-1,-3,3,砲術,3,斬れ味,3,気力回復,-3,,,,,重甲虫の堅殻,6,重甲虫の大顎,3,重甲虫の円月尾,2,徹甲虫の尖角,1
セルタスＳキャップ,0,0,5,3,5,99,27,63,-3,4,0,-2,4,砲術,3,装填数,2,気力回復,-3,,,,,重甲虫の堅殻,6,重甲虫の大顎,3,重甲虫の円月尾,2,徹甲虫の尖角,1
ザボアＳヘルム,0,0,5,1,5,99,53,110,-4,3,-5,3,0,重撃,1,氷属性攻撃,2,食事,4,腹減り,-3,,,化け鮫の上鱗,2,化け鮫の上皮,4,化け鮫の鋸歯,2,肉厚な上皮,3
ザボアＳキャップ,0,0,5,2,5,99,27,63,-3,4,-4,4,1,重撃,1,氷属性攻撃,2,食事,3,腹減り,-3,,,化け鮫の上鱗,2,化け鮫の上皮,4,化け鮫の鋸歯,2,肉厚な上皮,3
ガララＳヘルム,0,0,5,2,5,99,55,110,3,-3,0,-5,3,捕獲,2,聴覚保護,3,気まぐれ,-3,麻痺,2,,,絞蛇竜の堅殻,5,寒気立つクチバシ,3,竜玉,1,ゲネポスの上鱗,4
ガララＳキャップ,0,0,5,2,5,99,28,64,4,-2,1,-4,4,捕獲,2,聴覚保護,4,気まぐれ,-3,麻痺,1,,,絞蛇竜の堅殻,5,寒気立つクチバシ,3,竜玉,1,ゲネポスの上鱗,4
レックスＳヘルム,0,0,5,1,5,99,55,110,2,-1,-4,0,-2,攻撃,3,研ぎ師,-2,千里眼,3,食いしん坊,2,,,轟竜のアギト,1,轟竜の鋭牙,2,轟竜の鱗,5,肉厚な上皮,4
レックスＳキャップ,0,0,5,1,5,99,28,64,3,0,-3,1,-1,反動,-2,攻撃,3,千里眼,3,食いしん坊,2,,,轟竜のアギト,1,轟竜の鋭牙,2,轟竜の鱗,5,肉厚な上皮,4
レックスＵヘルム,0,0,6,0,6,99,59,112,2,-4,-2,0,-1,聴覚保護,3,研ぎ師,-2,観察眼,3,食事,4,,,黒轟竜の鋭牙,3,轟竜のアギト,1,轟竜の頭殻,2,鎧竜の堅殻,1
レックスＵキャップ,0,0,6,0,6,99,29,64,3,-3,-1,1,0,反動,-2,聴覚保護,3,観察眼,3,食事,4,,,黒轟竜の鋭牙,3,轟竜のアギト,1,轟竜の頭殻,2,鎧竜の堅殻,1
エクスゼロヘルム,0,0,7,1,8,99,81,118,3,-5,2,-3,1,一心,1,聴覚保護,4,研ぎ師,-2,食事,5,,,脈動する爆心,1,大轟竜の鋭牙,2,大轟竜の上鱗,2,炎龍の宝玉,1
エクスゼロキャップ,0,0,7,1,8,99,41,67,4,-4,3,-2,2,一心,2,反動,-2,聴覚保護,4,食事,4,,,脈動する爆心,1,大轟竜の鋭牙,2,大轟竜の上鱗,2,炎龍の宝玉,1
EXレックスヘルム,0,0,7,1,8,99,82,119,3,-1,-5,0,-3,攻撃,4,研ぎ師,-2,千里眼,3,食いしん坊,3,,,探求者の証,2,轟竜のアギト,1,覇竜の大棘,4,覇竜の宝玉,1
EXレックスキャップ,0,0,7,1,8,99,41,67,4,0,-4,1,-2,反動,-2,攻撃,4,千里眼,3,食いしん坊,3,,,探求者の証,2,轟竜のアギト,1,覇竜の大棘,4,覇竜の宝玉,1
ブランゴヘルム,0,0,5,1,5,99,55,110,-4,2,0,2,1,攻撃,2,耐暑,-2,耐寒,2,耐震,2,,,雪獅子の鋭牙,2,雪獅子の剛毛,3,獣骨,4,ドスランポスの皮,3
ブランゴキャップ,0,0,5,1,5,99,28,64,-3,3,1,3,2,攻撃,2,耐暑,-2,耐寒,2,耐震,2,,,雪獅子の鋭牙,2,雪獅子の剛毛,3,獣骨,4,ドスランポスの皮,3
クロオビヘルム,0,0,6,0,8,99,55,110,2,2,2,2,2,胴系統倍化,1,,,,,,,,,金獅子の黒毛,2,撃龍王のコイン,3,飛竜のコイン,3,獣竜のコイン,3
クロオビキャップ,0,0,6,0,8,99,28,64,3,3,3,3,3,胴系統倍化,1,,,,,,,,,金獅子の黒毛,2,撃龍王のコイン,3,飛竜のコイン,3,獣竜のコイン,3
レウスＳヘルム,0,0,5,3,5,99,57,112,3,0,-2,0,-4,攻撃,3,火属性攻撃,2,回復量,-2,,,,,火竜の上鱗,4,火竜の紅玉,1,爆炎袋,3,尖竜骨,3
